Gene_Id,Gene_Symbol,Gene_Description,Disease_Id,DiseaseName,PsychiatricDisorder,diseaseId,name,type,diseaseClassMSH,diseaseClassNameMSH,hpoClassId,hpoClassName,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,Approved symbol,HGNC ID,Approved name,NCBI gene ID,Ensembl gene ID,GENE,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACT_VALUE,ACT_TYPE,ACT_SOURCE
3360,HTR4,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,HTR4,HGNC:5299,5-hydroxytryptamine receptor 4,3360,ENSG00000164270,HTR4,5-hydroxytryptamine receptor 4,GPCR,5HT4R_HUMAN,7.54,Ki,CHEMBL
4174,MCM5,minichromosome maintenance complex component 5,C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,MCM5,HGNC:6948,minichromosome maintenance complex component 5,4174,ENSG00000100297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
406938,MIR146A,microRNA 146a,C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,MIR146A,HGNC:31533,microRNA 146a,406938,ENSG00000283733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5496,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent, 1G",C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,PPM1G,HGNC:9278,"protein phosphatase, Mg2+/Mn2+ dependent 1G",5496,ENSG00000115241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6303,SAT1,spermidine/spermine N1-acetyltransferase 1,C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,SAT1,HGNC:10540,spermidine/spermine N1-acetyltransferase 1,6303,ENSG00000130066,SAT1,Spermidine/spermine N(1)-acetyltransferase 1,Enzyme,SAT1_HUMAN,5.7,Ki,CHEMBL
9705,ST18,"suppression of tumorigenicity 18, zinc finger",C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ST18,HGNC:18695,ST18 C2H2C-type zinc finger transcription factor,9705,ENSG00000147488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50838,TAS2R13,"taste receptor, type 2, member 13",C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,TAS2R13,HGNC:14919,taste 2 receptor member 13,50838,ENSG00000212128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
121278,TPH2,tryptophan hydroxylase 2,C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,TPH2,HGNC:20692,tryptophan hydroxylase 2,121278,ENSG00000139287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7450,VWF,von Willebrand factor,C0001956,alcohol use disorder,Alcohol use disorders,C0001956,Alcohol Use Disorder,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,VWF,HGNC:12726,von Willebrand factor,7450,ENSG00000110799,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9575,CLOCK,clock circadian regulator,C0001957,alcohol withdrawal delirium,Alcohol use disorders,C0001957,Alcohol Withdrawal Delirium,disease,C10;F03;C25,Nervous System Diseases; Mental Disorders; Substance-Related Disorders,0,0,0,0,T047,Disease or Syndrome,CLOCK,HGNC:2082,clock circadian regulator,9575,ENSG00000134852,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2918,GRM8,"glutamate receptor, metabotropic 8",C0001957,alcohol withdrawal delirium,Alcohol use disorders,C0001957,Alcohol Withdrawal Delirium,disease,C10;F03;C25,Nervous System Diseases; Mental Disorders; Substance-Related Disorders,0,0,0,0,T047,Disease or Syndrome,GRM8,HGNC:4600,glutamate metabotropic receptor 8,2918,ENSG00000179603,GRM8,Metabotropic glutamate receptor 8,GPCR,GRM8_HUMAN,5.349999905,IC50,IUPHAR
125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,ADH1B,HGNC:250,"alcohol dehydrogenase 1B (class I), beta polypeptide",125,ENSG00000196616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
126,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,ADH1C,HGNC:251,"alcohol dehydrogenase 1C (class I), gamma polypeptide",126,ENSG00000248144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10327,AKR1A1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,AKR1A1,HGNC:380,aldo-keto reductase family 1 member A1,10327,ENSG00000117448,AKR1A1,Alcohol dehydrogenase [NADP(+)],Enzyme,AK1A1_HUMAN,5.59,IC50,CHEMBL
216,ALDH1A1,"aldehyde dehydrogenase 1 family, member A1",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,ALDH1A1,HGNC:402,aldehyde dehydrogenase 1 family member A1,216,ENSG00000165092,ALDH1A1,Retinal dehydrogenase 1,Enzyme,AL1A1_HUMAN,0,0,WOMBAT-PK
217,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,ALDH2,HGNC:404,aldehyde dehydrogenase 2 family member,217,ENSG00000111275,ALDH2,"Aldehyde dehydrogenase, mitochondrial",Enzyme,ALDH2_HUMAN,0,0,WOMBAT-PK
590,BCHE,butyrylcholinesterase,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,BCHE,HGNC:983,butyrylcholinesterase,590,ENSG00000114200,BCHE,Cholinesterase,Enzyme,CHLE_HUMAN,8.5,IC50,IUPHAR
627,BDNF,brain-derived neurotrophic factor,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,BDNF,HGNC:1033,brain derived neurotrophic factor,627,ENSG00000176697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
930,CD19,CD19 molecule,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,CD19,HGNC:1633,CD19 molecule,930,ENSG00000177455,CD19,B-lymphocyte antigen CD19,Surface antigen,CD19_HUMAN,0,0,DRUG LABEL
1103,CHAT,choline O-acetyltransferase,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,CHAT,HGNC:1912,choline O-acetyltransferase,1103,ENSG00000070748,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1351,COX8A,cytochrome c oxidase subunit VIIIA (ubiquitous),C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,COX8A,HGNC:2294,cytochrome c oxidase subunit 8A,1351,ENSG00000176340,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3576,CXCL8,chemokine (C-X-C motif) ligand 8,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,CXCL8,HGNC:6025,C-X-C motif chemokine ligand 8,3576,ENSG00000169429,CXCL8,Interleukin-8,Cytokine,IL8_HUMAN,8.1,IC50,CHEMBL
1815,DRD4,dopamine receptor D4,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,DRD4,HGNC:3025,dopamine receptor D4,1815,ENSG00000069696,DRD4,D(4) dopamine receptor,GPCR,DRD4_HUMAN,5.206698646,Ki,DRUG MATRIX
1974,EIF4A2,eukaryotic translation initiation factor 4A2,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,EIF4A2,HGNC:3284,eukaryotic translation initiation factor 4A2,1974,ENSG00000156976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2534,FYN,"FYN proto-oncogene, Src family tyrosine kinase",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,FYN,HGNC:4037,"FYN proto-oncogene, Src family tyrosine kinase",2534,ENSG00000010810,FYN,Tyrosine-protein kinase Fyn,Kinase,FYN_HUMAN,6.087777943,IC50,DRUG MATRIX
2554,GABRA1,"gamma-aminobutyric acid (GABA) A receptor, alpha 1",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,GABRA1,HGNC:4075,gamma-aminobutyric acid type A receptor subunit alpha1,2554,ENSG00000022355,GABRA1,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,GBRA1_HUMAN,7.300000191,Ki,CHEMBL
2897,GRIK1,"glutamate receptor, ionotropic, kainate 1",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,GRIK1,HGNC:4579,glutamate ionotropic receptor kainate type subunit 1,2897,ENSG00000171189,GRIK1,"Glutamate receptor ionotropic, kainate 1",Ion channel,GRIK1_HUMAN,6.150000095,Ki,CHEMBL
3308,HSPA4,heat shock 70kDa protein 4,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,HSPA4,HGNC:5237,heat shock protein family A (Hsp70) member 4,3308,ENSG00000170606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3479,IGF1,insulin-like growth factor 1 (somatomedin C),C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,IGF1,HGNC:5464,insulin like growth factor 1,3479,ENSG00000017427,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3606,IL18,interleukin 18,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,IL18,HGNC:5986,interleukin 18,3606,ENSG00000150782,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3929,LBP,lipopolysaccharide binding protein,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,LBP,HGNC:6517,lipopolysaccharide binding protein,3929,ENSG00000129988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4353,MPO,myeloperoxidase,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,MPO,HGNC:7218,myeloperoxidase,4353,ENSG00000005381,MPO,Myeloperoxidase,Enzyme,PERM_HUMAN,5.301,IC50,WOMBAT-PK
4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,MTHFR,HGNC:7436,methylenetetrahydrofolate reductase,4524,ENSG00000177000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4548,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,MTR,HGNC:7468,5-methyltetrahydrofolate-homocysteine methyltransferase,4548,ENSG00000116984,MTR,Methionine synthase,Enzyme,METH_HUMAN,0,0,WOMBAT-PK
2908,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,NR3C1,HGNC:7978,nuclear receptor subfamily 3 group C member 1,2908,ENSG00000113580,NR3C1,Glucocorticoid receptor,Nuclear hormone receptor,GCR_HUMAN,0,0,CHEMBL
4306,NR3C2,"nuclear receptor subfamily 3, group C, member 2",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,NR3C2,HGNC:7979,nuclear receptor subfamily 3 group C member 2,4306,ENSG00000151623,NR3C2,Mineralocorticoid receptor,Nuclear hormone receptor,MCR_HUMAN,8.42,EC50,CHEMBL
4988,OPRM1,"opioid receptor, mu 1",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,OPRM1,HGNC:8156,opioid receptor mu 1,4988,ENSG00000112038,OPRM1,Mu-type opioid receptor,GPCR,OPRM_HUMAN,8.5,EC50,WOMBAT-PK
5444,PON1,paraoxonase 1,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,PON1,HGNC:9204,paraoxonase 1,5444,ENSG00000005421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,RELA,HGNC:9955,"RELA proto-oncogene, NF-kB subunit",5970,ENSG00000173039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5972,REN,renin,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,REN,HGNC:9958,renin,5972,ENSG00000143839,REN,Renin,Enzyme,RENI_HUMAN,9.22,IC50,WOMBAT-PK
6532,SLC6A4,"solute carrier family 6 (neurotransmitter transporter), member 4",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,SLC6A4,HGNC:11050,solute carrier family 6 member 4,6532,ENSG00000108576,SLC6A4,Sodium-dependent serotonin transporter,Transporter,SC6A4_HUMAN,5.744245213,Ki,DRUG MATRIX
6648,SOD2,"superoxide dismutase 2, mitochondrial",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,SOD2,HGNC:11180,superoxide dismutase 2,6648,ENSG00000112096,SOD2,"Superoxide dismutase [Mn], mitochondrial",Enzyme,SODM_HUMAN,0,0,WOMBAT-PK
6480,ST6GAL1,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1",C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,ST6GAL1,HGNC:10860,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",6480,ENSG00000073849,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7157,TP53,tumor protein p53,C0001969,alcoholic intoxication,Alcohol use disorders,C0001969,Alcoholic Intoxication,disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,0,0,T048,Mental or Behavioral Dysfunction,TP53,HGNC:11998,tumor protein p53,7157,ENSG00000141510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28,ABO,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ABO,HGNC:79,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",28,ENSG00000175164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1636,ACE,angiotensin I converting enzyme,C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ACE,HGNC:2707,angiotensin I converting enzyme,1636,ENSG00000159640,ACE,Angiotensin-converting enzyme,Enzyme,ACE_HUMAN,6.5,IC50,CHEMBL
57001,ACN9,ACN9 homolog (S. cerevisiae),C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
111,ADCY5,adenylate cyclase 5,C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADCY5,HGNC:236,adenylate cyclase 5,111,ENSG00000173175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
113,ADCY7,adenylate cyclase 7,C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADCY7,HGNC:238,adenylate cyclase 7,113,ENSG00000121281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
124,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADH1A,HGNC:249,"alcohol dehydrogenase 1A (class I), alpha polypeptide",124,ENSG00000187758,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADH1B,HGNC:250,"alcohol dehydrogenase 1B (class I), beta polypeptide",125,ENSG00000196616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
126,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADH1C,HGNC:251,"alcohol dehydrogenase 1C (class I), gamma polypeptide",126,ENSG00000248144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
127,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",C0001973,"alcoholic intoxication, chronic",Alcohol use disorders,C0001973,"Alcoholic Intoxication, Chronic",disease,F03;C25,Mental Disorders; Substance-Related Disorders,0,0,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ADH4,HGNC:252,"alcohol dehydrogenase 4 (class II), pi polypeptide",127,ENSG00000198099,ADH4,Alcohol dehydrogenase 4,Enzyme,ADH4_HUMAN,5.523,Ki,WOMBAT-PK
